"# Weather station Nairobi (airport), Kenya, WMO_ID=63740,selection from 01.01.2016 till 31.12.2016, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=63740&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in Nairobi (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
22.05.2016 21:00,19.0,,,,79,Wind blowing from the east-northeast,3,,,70 – 80%., ,,,,22.5,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altostratus translucidus.,,30.0,15.2,,,,,,
22.05.2016 15:00,22.0,,,,62,Wind blowing from the east-southeast,4,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,14.3,,,,,,
22.05.2016 09:00,16.5,,,,86,Wind blowing from the south-southwest,3,,,"90  or more, but not 100%", ,,,14.7,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,20.0,14.2,,,,,,
22.05.2016 03:00,16.0,,,,91,Wind blowing from the south,3,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,200-300,,,20.0,14.5,,,,,,
21.05.2016 21:00,18.6,,,,77,variable wind direction,1,,,70 – 80%., ,,,,22.8,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,600-1000,,,20.0,14.4,,,,,,
21.05.2016 15:00,22.0,,,,65,Wind blowing from the south-southeast,5,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,15.0,,,,,,
21.05.2016 09:00,16.9,,,,84,Wind blowing from the south,5,,,"90  or more, but not 100%",Cloud development not observed or not observable. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Fog or ice fog or thick haze.,14.5,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,30.0,14.1,,,,,,
21.05.2016 03:00,16.8,,,,93,Wind blowing from the south-west,2,,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,30.0,15.7,,,,,,
20.05.2016 21:00,18.2,,,,84,"Calm, no wind",0,,,70 – 80%., ,,,,23.4,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,30.0,15.4,,,,,,
20.05.2016 15:00,22.2,,,,69,Wind blowing from the south-southwest,5,,,"90  or more, but not 100%", ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,30.0,16.3,2,6,,,,
20.05.2016 03:00,16.8,,,,95,Wind blowing from the west,2,,,100%.,"Rain, not freezing, intermittent, slight at time of observation. ",Drizzle.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,200-300,Altostratus opacus or Nimbostratus.,,5.0,16.0,3,6,,,,
19.05.2016 21:00,18.6,,,,93,Wind blowing from the north-east,2,,,"90  or more, but not 100%", ,,,,22.0,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,200-300,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,25.0,17.4,1,12,,,,
19.05.2016 15:00,21.5,,,,70,Wind blowing from the south,4,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,25.0,15.8,1,6,,,,
19.05.2016 09:00,17.1,,,,98,Wind blowing from the south,2,,,100%.,"Drizzle, not freezing, intermittent, moderate at time of observation. ",Rain.,Drizzle.,16.0,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",50%.,100-200,Altostratus opacus or Nimbostratus.,,7.0,16.7,19,24,,,,
19.05.2016 03:00,17.2,,,,95,Wind blowing from the east-northeast,4,,,100%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,100-200,Altostratus opacus or Nimbostratus.,,10.0,16.4,,,,,,
18.05.2016 21:00,18.8,,,,94,Wind blowing from the east-northeast,4,,,"90  or more, but not 100%","Rain, not freezing, intermittent, slight at time of observation. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,50-100,Altostratus opacus or Nimbostratus.,,10.0,17.8,0.2,12,,,,
18.05.2016 15:00,22.5,,,,69,Wind blowing from the south-southeast,5,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90  or more, but not 100%",600-1000,,,30.0,16.6,,,,,,
18.05.2016 09:00,17.0,,,,96,Wind blowing from the south,2,,,"90  or more, but not 100%",Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,16.0,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,Altostratus translucidus.,,10.0,16.4,13,24,,,,
18.05.2016 03:00,17.7,,,,95,Wind blowing from the north,3,,,"90  or more, but not 100%",Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,Altostratus opacus or Nimbostratus.,,10.0,16.8,8,6,,,,
17.05.2016 21:00,18.5,,,,92,Wind blowing from the north,5,,,"90  or more, but not 100%","Rain, not freezing, intermittent, slight at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,26.5,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altostratus opacus or Nimbostratus.,,20.0,17.1,3,12,,,,
17.05.2016 15:00,25.2,,,,55,Wind blowing from the south-southwest,6,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",30.0,15.4,,,,,,
17.05.2016 09:00,19.0,,,,83,Wind blowing from the south,6,,,40%., ,,,14.0,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",30.0,16.0,,,,,,
17.05.2016 03:00,16.1,,,,90,Wind blowing from the north-east,2,,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,14.4,,,,,,
16.05.2016 15:00,24.0,,,,57,Wind blowing from the south-east,3,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,14.9,,,,,,
16.05.2016 09:00,17.5,,,,82,Wind blowing from the south-southwest,4,,,"90  or more, but not 100%", ,,,15.0,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,30.0,14.4,,,,,,
16.05.2016 03:00,16.5,,,,86,Wind blowing from the south-west,3,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,Altocumulus translucidus at a single level.,,30.0,14.2,,,,,,
15.05.2016 21:00,20.5,,,,72,Wind blowing from the east-northeast,4,,,70 – 80%., ,,,,26.0,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,,30.0,15.2,,,,,,
15.05.2016 15:00,25.2,,,,54,Wind blowing from the south-east,3,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,15.3,,,,,,
15.05.2016 09:00,18.5,,,,79,Wind blowing from the south-southwest,5,,,70 – 80%., ,,,14.5,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",30.0,14.7,,,,,,
15.05.2016 03:00,16.2,,,,84,Wind blowing from the north-northeast,2,,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,13.4,,,,,,
14.05.2016 21:00,19.1,,,,81,Wind blowing from the north-east,2,,,60%., ,,,,24.0,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,15.8,,,,,,
14.05.2016 15:00,23.3,,,,62,Wind blowing from the south-southeast,3,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90  or more, but not 100%",600-1000,,,30.0,15.7,,,,,,
14.05.2016 09:00,19.0,,,,82,Wind blowing from the south,3,,,60%., ,,,15.0,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,15.9,,,,,,
14.05.2016 03:00,16.1,,,,89,Wind blowing from the east-northeast,3,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,Altocumulus translucidus at a single level.,,30.0,14.3,,,,,,
13.05.2016 21:00,19.0,,,,80,Wind blowing from the east-southeast,2,,,"90  or more, but not 100%", ,,,,23.6,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,,30.0,15.4,,,,,,
13.05.2016 15:00,22.0,,,,69,Wind blowing from the south-east,5,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altocumulus translucidus at a single level.,,20.0,16.1,,,,,,
13.05.2016 09:00,17.0,,,,85,Wind blowing from the south-southeast,2,,,100%., ,,,15.5,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,200-300,Altocumulus translucidus at a single level.,,20.0,14.4,,,,,,
13.05.2016 03:00,16.5,,,,91,Wind blowing from the south-west,2,,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,15.0,,,,,,
12.05.2016 21:00,20.0,,,,78,Wind blowing from the east,2,,,60%., ,,,,23.5,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,16.0,,,,,,
12.05.2016 15:00,22.7,,,,61,Wind blowing from the south-southeast,3,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,14.8,,,,,,
12.05.2016 09:00,17.2,,,,89,Wind blowing from the south,2,,,"90  or more, but not 100%", ,,,14.0,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,300-600,Altocumulus translucidus at a single level.,,20.0,15.3,,,,,,
12.05.2016 03:00,15.5,,,,95,Wind blowing from the south,1,,,"10%  or less, but not 0",Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",,14.7,,,,,,
11.05.2016 21:00,18.9,,,,79,Wind blowing from the east-southeast,3,,,40%., ,,,,24.0,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,15.1,,,,,,
11.05.2016 15:00,23.0,,,,63,Wind blowing from the south-east,5,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,600-1000,,,30.0,15.5,,,,,,
11.05.2016 09:00,18.5,,,,80,Wind blowing from the south-east,2,,,70 – 80%.,State of sky on the whole unchanged. ,Drizzle.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,15.6,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,300-600,Altocumulus translucidus at a single level.,,30.0,15.0,8,24,,,,
11.05.2016 03:00,16.0,,,,93,Wind blowing from the south-southeast,3,,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,200-300,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,25.0,14.9,0.6,6,,,,
10.05.2016 21:00,18.0,,,,84,Wind blowing from the south,3,,,60%., ,,,,21.0,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",30.0,15.3,8,12,,,,
10.05.2016 15:00,19.2,,,,91,Wind blowing from the south-southwest,3,,,"90  or more, but not 100%",Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,Altostratus opacus or Nimbostratus.,,15.0,17.7,8,6,,,,
10.05.2016 09:00,17.2,,,,97,Wind blowing from the south,5,,,"90  or more, but not 100%",Drizzle (not freezing) or snow grains not falling as shower(s). ,Drizzle.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,16.5,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,200-300,Altostratus opacus or Nimbostratus.,,15.0,16.7,4,24,,,,
10.05.2016 03:00,17.8,,,,95,variable wind direction,2,,,100%., ,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",40%.,200-300,Altostratus translucidus.,,10.0,17.0,Trace of precipitation,6,,,,
09.05.2016 21:00,20.3,,,,81,Wind blowing from the east-southeast,3,,,60%., ,,,,24.2,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,17.0,3,12,,,,
09.05.2016 15:00,23.2,,,,65,Wind blowing from the east,2,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,600-1000,Altocumulus translucidus at a single level.,,30.0,16.2,,,,,,
09.05.2016 09:00,18.0,,,,84,variable wind direction,2,,,70 – 80%., ,,,14.5,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,15.3,1,24,,,,
09.05.2016 03:00,15.4,,,,96,Wind blowing from the north-northeast,3,,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,200-300,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10.0,14.8,,,,,,
08.05.2016 21:00,17.6,,,,90,Wind blowing from the north,3,,,70 – 80%., ,,,,21.5,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,16.0,1,12,,,,
08.05.2016 15:00,19.6,,,,83,Wind blowing from the east,3,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90  or more, but not 100%",300-600,,,20.0,16.6,,,,,,
08.05.2016 09:00,17.0,,,,88,Wind blowing from the north,3,,,"90  or more, but not 100%", ,,,15.0,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,30.0,14.9,3,24,,,,
08.05.2016 03:00,16.2,,,,89,Wind blowing from the east-northeast,3,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,300-600,Altocumulus translucidus at a single level.,,20.0,14.4,,,,,,
07.05.2016 21:00,18.4,,,,92,Wind blowing from the east,1,,,"90  or more, but not 100%","Rain, not freezing, continuous, slight at time of observation. ",Thunderstorm(s) with or without precipitation.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,26.0,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,20.0,17.0,3,12,,,,
07.05.2016 15:00,25.3,,,,56,Wind blowing from the east,5,,,70 – 80%., ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",30.0,15.9,,,,,,
07.05.2016 09:00,19.1,,,,82,variable wind direction,1,,,"90  or more, but not 100%", ,,,16.1,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,Altocumulus translucidus at a single level.,,20.0,16.0,0.5,24,,,,
06.05.2016 15:00,21.4,,,,81,Wind blowing from the east-northeast,2,,,"90  or more, but not 100%",Slight rain at time of observation. Thunderstorm during the preceding hour but not at time of observation. ,Thunderstorm(s) with or without precipitation.,Rain.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,600-1000,Altostratus opacus or Nimbostratus.,,20.0,18.0,0.1,6,,,,
06.05.2016 09:00,18.8,,,,83,Wind blowing from the south,2,,,100%., ,,,17.4,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,Altocumulus translucidus at a single level.,,30.0,15.8,2,24,,,,
